Año,Cultivo,Item,Toneladas
1973,Palma_aceitera,Oil palm fruit,18.0
1974,Palma_aceitera,Oil palm fruit,18.0
1975,Palma_aceitera,Oil palm fruit,4344.0
1976,Palma_aceitera,Oil palm fruit,4118.0
1977,Palma_aceitera,Oil palm fruit,17959.0
1978,Palma_aceitera,Oil palm fruit,21954.0
1979,Palma_aceitera,Oil palm fruit,24053.0
1980,Palma_aceitera,Oil palm fruit,60000.0
1981,Palma_aceitera,Oil palm fruit,62000.0
1982,Palma_aceitera,Oil palm fruit,64000.0
1983,Palma_aceitera,Oil palm fruit,70000.0
1984,Palma_aceitera,Oil palm fruit,80000.0
1985,Palma_aceitera,Oil palm fruit,48699.0
1986,Palma_aceitera,Oil palm fruit,51068.0
1987,Palma_aceitera,Oil palm fruit,114190.0
1988,Palma_aceitera,Oil palm fruit,103606.0
1989,Palma_aceitera,Oil palm fruit,134860.0
1990,Palma_aceitera,Oil palm fruit,115800.0
1991,Palma_aceitera,Oil palm fruit,106100.0
1992,Palma_aceitera,Oil palm fruit,99800.0
1993,Palma_aceitera,Oil palm fruit,133500.0
1994,Palma_aceitera,Oil palm fruit,145073.0
1995,Palma_aceitera,Oil palm fruit,134100.0
1996,Palma_aceitera,Oil palm fruit,128098.0
1997,Palma_aceitera,Oil palm fruit,143760.0
1998,Palma_aceitera,Oil palm fruit,173184.0
1999,Palma_aceitera,Oil palm fruit,198852.0
2000,Palma_aceitera,Oil palm fruit,140088.0
2001,Palma_aceitera,Oil palm fruit,175821.0
2002,Palma_aceitera,Oil palm fruit,148965.0
2003,Palma_aceitera,Oil palm fruit,180446.0
2004,Palma_aceitera,Oil palm fruit,208538.0
2005,Palma_aceitera,Oil palm fruit,199941.0
2006,Palma_aceitera,Oil palm fruit,236374.0
2007,Palma_aceitera,Oil palm fruit,238448.0
2008,Palma_aceitera,Oil palm fruit,265250.0
2009,Palma_aceitera,Oil palm fruit,268268.0
2010,Palma_aceitera,Oil palm fruit,291802.0
2011,Palma_aceitera,Oil palm fruit,359784.0
2012,Palma_aceitera,Oil palm fruit,518319.0
2013,Palma_aceitera,Oil palm fruit,566583.0
2014,Palma_aceitera,Oil palm fruit,617634.0
2015,Palma_aceitera,Oil palm fruit,684301.0
2016,Palma_aceitera,Oil palm fruit,736345.0
2017,Palma_aceitera,Oil palm fruit,852022.0
2018,Palma_aceitera,Oil palm fruit,921000.61
2019,Palma_aceitera,Oil palm fruit,932210.29
2020,Palma_aceitera,Oil palm fruit,898480.73
2021,Palma_aceitera,Oil palm fruit,1172587.16
2022,Palma_aceitera,Oil palm fruit,1504600.49
2023,Palma_aceitera,Oil palm fruit,1436282.54
2024,Palma_aceitera,Oil palm fruit,1469056.75
1961,Palta,Avocados,19910.0
1962,Palta,Avocados,20930.0
1963,Palta,Avocados,22460.0
1964,Palta,Avocados,23645.0
1965,Palta,Avocados,29815.0
1966,Palta,Avocados,46522.0
1967,Palta,Avocados,45305.0
1968,Palta,Avocados,49053.0
1969,Palta,Avocados,66388.0
1970,Palta,Avocados,87396.0
1971,Palta,Avocados,96384.0
1972,Palta,Avocados,104904.0
1973,Palta,Avocados,104253.0
1974,Palta,Avocados,104047.0
1975,Palta,Avocados,85788.0
1976,Palta,Avocados,82938.0
1977,Palta,Avocados,83916.0
1978,Palta,Avocados,83480.0
1979,Palta,Avocados,82606.0
1980,Palta,Avocados,73518.0
1981,Palta,Avocados,77005.0
1982,Palta,Avocados,86107.0
1983,Palta,Avocados,77556.0
1984,Palta,Avocados,83012.0
1985,Palta,Avocados,70707.0
1986,Palta,Avocados,80148.0
1987,Palta,Avocados,83873.0
1988,Palta,Avocados,86200.0
1989,Palta,Avocados,87318.0
1990,Palta,Avocados,87928.0
1991,Palta,Avocados,85709.0
1992,Palta,Avocados,96181.0
1993,Palta,Avocados,92658.0
1994,Palta,Avocados,53112.0
1995,Palta,Avocados,53145.0
1996,Palta,Avocados,64408.0
1997,Palta,Avocados,72093.0
1998,Palta,Avocados,67222.0
1999,Palta,Avocados,78037.0
2000,Palta,Avocados,83671.0
2001,Palta,Avocados,93459.0
2002,Palta,Avocados,94236.0
2003,Palta,Avocados,99975.0
2004,Palta,Avocados,108460.0
2005,Palta,Avocados,103417.0
2006,Palta,Avocados,113259.0
2007,Palta,Avocados,121720.0
2008,Palta,Avocados,136303.0
2009,Palta,Avocados,157415.0
2010,Palta,Avocados,184370.0
2011,Palta,Avocados,213662.0
2012,Palta,Avocados,268525.27
2013,Palta,Avocados,288387.0
2014,Palta,Avocados,349317.0
2015,Palta,Avocados,367110.0
2016,Palta,Avocados,455394.17
2017,Palta,Avocados,466796.0
2018,Palta,Avocados,504839.74
2019,Palta,Avocados,571991.85
2020,Palta,Avocados,672232.24
2021,Palta,Avocados,776650.96
2022,Palta,Avocados,798319.12
2023,Palta,Avocados,872133.76
2024,Palta,Avocados,919601.78
1961,Papa,Potatoes,1243666.0
1962,Papa,Potatoes,1232256.0
1963,Papa,Potatoes,1196920.0
1964,Papa,Potatoes,1531130.0
1965,Papa,Potatoes,1568240.0
1966,Papa,Potatoes,1498930.0
1967,Papa,Potatoes,1711741.0
1968,Papa,Potatoes,1526247.0
1969,Papa,Potatoes,1855534.0
1970,Papa,Potatoes,1929470.0
1971,Papa,Potatoes,1967860.0
1972,Papa,Potatoes,1713390.0
1973,Papa,Potatoes,1713094.0
1974,Papa,Potatoes,1722374.0
1975,Papa,Potatoes,1639586.0
1976,Papa,Potatoes,1667000.0
1977,Papa,Potatoes,1615582.0
1978,Papa,Potatoes,1695324.0
1979,Papa,Potatoes,1695116.0
1980,Papa,Potatoes,1511933.0
1981,Papa,Potatoes,1832773.0
1982,Papa,Potatoes,1721265.0
1983,Papa,Potatoes,1317254.0
1984,Papa,Potatoes,1452206.0
1985,Papa,Potatoes,1556770.0
1986,Papa,Potatoes,1657540.0
1987,Papa,Potatoes,1707129.0
1988,Papa,Potatoes,2108064.0
1989,Papa,Potatoes,1690466.0
1990,Papa,Potatoes,1153979.0
1991,Papa,Potatoes,1453560.0
1992,Papa,Potatoes,1003080.0
1993,Papa,Potatoes,1492700.0
1994,Papa,Potatoes,1767247.0
1995,Papa,Potatoes,2368441.0
1996,Papa,Potatoes,2308900.0
1997,Papa,Potatoes,2403510.0
1998,Papa,Potatoes,2631650.0
1999,Papa,Potatoes,3064900.0
2000,Papa,Potatoes,3274860.0
2001,Papa,Potatoes,2690544.0
2002,Papa,Potatoes,3298162.0
2003,Papa,Potatoes,3143874.0
2004,Papa,Potatoes,3008159.0
2005,Papa,Potatoes,3289699.0
2006,Papa,Potatoes,3248416.0
2007,Papa,Potatoes,3388000.0
2008,Papa,Potatoes,3597091.0
2009,Papa,Potatoes,3765289.0
2010,Papa,Potatoes,3814373.0
2011,Papa,Potatoes,4072455.0
2012,Papa,Potatoes,4474712.65
2013,Papa,Potatoes,4570673.0
2014,Papa,Potatoes,4704987.0
2015,Papa,Potatoes,4704976.0
2016,Papa,Potatoes,5389231.02
2017,Papa,Potatoes,4776294.0
2018,Papa,Potatoes,5133927.31
2019,Papa,Potatoes,5389231.02
2020,Papa,Potatoes,5515378.0
2021,Papa,Potatoes,5702349.88
2022,Papa,Potatoes,6047211.38
2023,Papa,Potatoes,5456350.83
2024,Papa,Potatoes,6579754.11
1961,Pina,Pineapples,7000.0
1962,Pina,Pineapples,7000.0
1963,Pina,Pineapples,8000.0
1964,Pina,Pineapples,8000.0
1965,Pina,Pineapples,8201.0
1966,Pina,Pineapples,19023.0
1967,Pina,Pineapples,24577.0
1968,Pina,Pineapples,37133.0
1969,Pina,Pineapples,75349.0
1970,Pina,Pineapples,61971.0
1971,Pina,Pineapples,52898.0
1972,Pina,Pineapples,50466.0
1973,Pina,Pineapples,49984.0
1974,Pina,Pineapples,51164.0
1975,Pina,Pineapples,55940.0
1976,Pina,Pineapples,55300.0
1977,Pina,Pineapples,50607.0
1978,Pina,Pineapples,46616.0
1979,Pina,Pineapples,45734.0
1980,Pina,Pineapples,57605.0
1981,Pina,Pineapples,54967.0
1982,Pina,Pineapples,62011.0
1983,Pina,Pineapples,62193.0
1984,Pina,Pineapples,62539.0
1985,Pina,Pineapples,65383.0
1986,Pina,Pineapples,67523.0
1987,Pina,Pineapples,73480.0
1988,Pina,Pineapples,81740.0
1989,Pina,Pineapples,88917.0
1990,Pina,Pineapples,68423.0
1991,Pina,Pineapples,76175.0
1992,Pina,Pineapples,77296.0
1993,Pina,Pineapples,92936.0
1994,Pina,Pineapples,101908.0
1995,Pina,Pineapples,106746.0
1996,Pina,Pineapples,112835.0
1997,Pina,Pineapples,125542.0
1998,Pina,Pineapples,128583.0
1999,Pina,Pineapples,144466.0
2000,Pina,Pineapples,137668.0
2001,Pina,Pineapples,150570.0
2002,Pina,Pineapples,156318.0
2003,Pina,Pineapples,164731.0
2004,Pina,Pineapples,177055.0
2005,Pina,Pineapples,203930.0
2006,Pina,Pineapples,234281.0
2007,Pina,Pineapples,212059.0
2008,Pina,Pineapples,243492.0
2009,Pina,Pineapples,274393.0
2010,Pina,Pineapples,310566.0
2011,Pina,Pineapples,400429.0
2012,Pina,Pineapples,436807.13
2013,Pina,Pineapples,438576.0
2014,Pina,Pineapples,455297.0
2015,Pina,Pineapples,450635.0
2016,Pina,Pineapples,461285.95
2017,Pina,Pineapples,494642.0
2018,Pina,Pineapples,548464.87
2019,Pina,Pineapples,565203.44
2020,Pina,Pineapples,583627.79
2021,Pina,Pineapples,588840.6
2022,Pina,Pineapples,587731.23
2023,Pina,Pineapples,583018.79
2024,Pina,Pineapples,585409.28
2010,Platano,Bananas,2007284.0
2011,Platano,Bananas,1968051.0
2012,Platano,Bananas,2082089.3
2013,Platano,Bananas,2114853.0
2014,Platano,Bananas,2125839.0
2015,Platano,Bananas,2145361.0
2016,Platano,Bananas,2073994.7
2017,Platano,Bananas,1981047.0
2018,Platano,Bananas,2194857.56
2019,Platano,Bananas,2252171.5
2020,Platano,Bananas,2326085.08
2021,Platano,Bananas,2337153.35
2022,Platano,Bananas,2424180.34
2023,Platano,Bananas,2414867.93
2024,Platano,Bananas,2343310.52
1961,Tomate,Tomatoes,32000.0
1962,Tomate,Tomatoes,22680.0
1963,Tomate,Tomatoes,24380.0
1964,Tomate,Tomatoes,40983.0
1965,Tomate,Tomatoes,50972.0
1966,Tomate,Tomatoes,66478.0
1967,Tomate,Tomatoes,64802.0
1968,Tomate,Tomatoes,61161.0
1969,Tomate,Tomatoes,56981.0
1970,Tomate,Tomatoes,61884.0
1971,Tomate,Tomatoes,60793.0
1972,Tomate,Tomatoes,69835.0
1973,Tomate,Tomatoes,65177.0
1974,Tomate,Tomatoes,69990.0
1975,Tomate,Tomatoes,70511.0
1976,Tomate,Tomatoes,69514.0
1977,Tomate,Tomatoes,75525.0
1978,Tomate,Tomatoes,63188.0
1979,Tomate,Tomatoes,62442.0
1980,Tomate,Tomatoes,67271.0
1981,Tomate,Tomatoes,65413.0
1982,Tomate,Tomatoes,96374.0
1983,Tomate,Tomatoes,67713.0
1984,Tomate,Tomatoes,65245.0
1985,Tomate,Tomatoes,69929.0
1986,Tomate,Tomatoes,82818.0
1987,Tomate,Tomatoes,91900.0
1988,Tomate,Tomatoes,80710.0
1989,Tomate,Tomatoes,78183.0
1990,Tomate,Tomatoes,88487.0
1991,Tomate,Tomatoes,87275.0
1992,Tomate,Tomatoes,93787.0
1993,Tomate,Tomatoes,125595.0
1994,Tomate,Tomatoes,217739.0
1995,Tomate,Tomatoes,170674.0
1996,Tomate,Tomatoes,214983.0
1997,Tomate,Tomatoes,226013.0
1998,Tomate,Tomatoes,179070.0
1999,Tomate,Tomatoes,166458.0
2000,Tomate,Tomatoes,250500.0
2001,Tomate,Tomatoes,188971.0
2002,Tomate,Tomatoes,130631.0
2003,Tomate,Tomatoes,149387.0
2004,Tomate,Tomatoes,183516.0
2005,Tomate,Tomatoes,159206.0
2006,Tomate,Tomatoes,169715.0
2007,Tomate,Tomatoes,173257.0
2008,Tomate,Tomatoes,210685.0
2009,Tomate,Tomatoes,221594.0
2010,Tomate,Tomatoes,224897.0
2011,Tomate,Tomatoes,186002.0
2012,Tomate,Tomatoes,229356.0
2013,Tomate,Tomatoes,253543.0
2014,Tomate,Tomatoes,265948.04
2015,Tomate,Tomatoes,236287.0
2016,Tomate,Tomatoes,232897.89
2017,Tomate,Tomatoes,220618.0
2018,Tomate,Tomatoes,252794.21
2019,Tomate,Tomatoes,201838.27
2020,Tomate,Tomatoes,204052.0
2021,Tomate,Tomatoes,243791.0
2022,Tomate,Tomatoes,210938.96
2023,Tomate,Tomatoes,226113.39
2024,Tomate,Tomatoes,265468.15
1961,Trigo,Wheat,153595.0
1962,Trigo,Wheat,152666.0
1963,Trigo,Wheat,155500.0
1964,Trigo,Wheat,143150.0
1965,Trigo,Wheat,146720.0
1966,Trigo,Wheat,145002.0
1967,Trigo,Wheat,152180.0
1968,Trigo,Wheat,112912.0
1969,Trigo,Wheat,136703.0
1970,Trigo,Wheat,125374.0
1971,Trigo,Wheat,122225.0
1972,Trigo,Wheat,120080.0
1973,Trigo,Wheat,122635.0
1974,Trigo,Wheat,127364.0
1975,Trigo,Wheat,126324.0
1976,Trigo,Wheat,127497.0
1977,Trigo,Wheat,115385.0
1978,Trigo,Wheat,104401.0
1979,Trigo,Wheat,102060.0
1980,Trigo,Wheat,77148.0
1981,Trigo,Wheat,116678.0
1982,Trigo,Wheat,102711.0
1983,Trigo,Wheat,83720.0
1984,Trigo,Wheat,87442.0
1985,Trigo,Wheat,92303.0
1986,Trigo,Wheat,121143.0
1987,Trigo,Wheat,130690.0
1988,Trigo,Wheat,152804.0
1989,Trigo,Wheat,159305.0
1990,Trigo,Wheat,88487.0
1991,Trigo,Wheat,87275.0
1992,Trigo,Wheat,93787.0
1993,Trigo,Wheat,125595.0
1994,Trigo,Wheat,127035.0
1995,Trigo,Wheat,125048.0
1996,Trigo,Wheat,146152.0
1997,Trigo,Wheat,123689.0
1998,Trigo,Wheat,146640.0
1999,Trigo,Wheat,169613.0
2000,Trigo,Wheat,187746.0
2001,Trigo,Wheat,181805.0
2002,Trigo,Wheat,186853.0
2003,Trigo,Wheat,190453.0
2004,Trigo,Wheat,170411.0
2005,Trigo,Wheat,178460.0
2006,Trigo,Wheat,191082.0
2007,Trigo,Wheat,181552.0
2008,Trigo,Wheat,206936.0
2009,Trigo,Wheat,226265.0
2010,Trigo,Wheat,219454.0
2011,Trigo,Wheat,214140.0
2012,Trigo,Wheat,226218.46
2013,Trigo,Wheat,230105.0
2014,Trigo,Wheat,218904.0
2015,Trigo,Wheat,214849.0
2016,Trigo,Wheat,188468.76
2017,Trigo,Wheat,192099.0
2018,Trigo,Wheat,195245.82
2019,Trigo,Wheat,188468.76
2020,Trigo,Wheat,186835.0
2021,Trigo,Wheat,203072.79
2022,Trigo,Wheat,212403.98
2023,Trigo,Wheat,194004.08
2024,Trigo,Wheat,203522.44
1961,Uva,Grapes,56456.0
1962,Uva,Grapes,61900.0
1963,Uva,Grapes,59570.0
1964,Uva,Grapes,55723.0
1965,Uva,Grapes,55369.0
1966,Uva,Grapes,55938.0
1967,Uva,Grapes,53879.0
1968,Uva,Grapes,55862.0
1969,Uva,Grapes,65982.0
1970,Uva,Grapes,56243.0
1971,Uva,Grapes,62824.0
1972,Uva,Grapes,58932.0
1973,Uva,Grapes,61569.0
1974,Uva,Grapes,64159.0
1975,Uva,Grapes,63118.0
1976,Uva,Grapes,63703.0
1977,Uva,Grapes,55009.0
1978,Uva,Grapes,51160.0
1979,Uva,Grapes,50767.0
1980,Uva,Grapes,56496.0
1981,Uva,Grapes,55034.0
1982,Uva,Grapes,49418.0
1983,Uva,Grapes,45467.0
1984,Uva,Grapes,35600.0
1985,Uva,Grapes,51613.0
1986,Uva,Grapes,46787.0
1987,Uva,Grapes,56401.0
1988,Uva,Grapes,47352.0
1989,Uva,Grapes,65467.0
1990,Uva,Grapes,55431.0
1991,Uva,Grapes,56100.0
1992,Uva,Grapes,43363.0
1993,Uva,Grapes,47441.0
1994,Uva,Grapes,64916.0
1995,Uva,Grapes,81446.0
1996,Uva,Grapes,90514.0
1997,Uva,Grapes,114388.0
1998,Uva,Grapes,75922.0
1999,Uva,Grapes,98204.0
2000,Uva,Grapes,107035.0
2001,Uva,Grapes,127516.0
2002,Uva,Grapes,135530.0
2003,Uva,Grapes,145966.0
2004,Uva,Grapes,155445.0
2005,Uva,Grapes,169540.0
2006,Uva,Grapes,191642.0
2007,Uva,Grapes,196604.0
2008,Uva,Grapes,223371.0
2009,Uva,Grapes,264367.0
2010,Uva,Grapes,280468.0
2011,Uva,Grapes,296902.0
2012,Uva,Grapes,361869.87
2013,Uva,Grapes,438251.6
2014,Uva,Grapes,507097.0
2015,Uva,Grapes,597939.0
2016,Uva,Grapes,689957.31
2017,Uva,Grapes,645012.0
2018,Uva,Grapes,645545.06
2019,Uva,Grapes,639814.93
2020,Uva,Grapes,733472.46
2021,Uva,Grapes,826369.93
2022,Uva,Grapes,826724.82
2023,Uva,Grapes,992456.1
2024,Uva,Grapes,948130.79
1961,Yuca,"Cassava, fresh",364555.0
1962,Yuca,"Cassava, fresh",376625.0
1963,Yuca,"Cassava, fresh",399920.0
1964,Yuca,"Cassava, fresh",496520.0
1965,Yuca,"Cassava, fresh",449275.0
1966,Yuca,"Cassava, fresh",486751.0
1967,Yuca,"Cassava, fresh",506823.0
1968,Yuca,"Cassava, fresh",399141.0
1969,Yuca,"Cassava, fresh",449891.0
1970,Yuca,"Cassava, fresh",498316.0
1971,Yuca,"Cassava, fresh",481925.0
1972,Yuca,"Cassava, fresh",446028.0
1973,Yuca,"Cassava, fresh",460306.0
1974,Yuca,"Cassava, fresh",468917.0
1975,Yuca,"Cassava, fresh",399699.0
1976,Yuca,"Cassava, fresh",402486.0
1977,Yuca,"Cassava, fresh",413973.0
1978,Yuca,"Cassava, fresh",409985.0
1979,Yuca,"Cassava, fresh",402565.0
1980,Yuca,"Cassava, fresh",471476.0
1981,Yuca,"Cassava, fresh",485194.0
1982,Yuca,"Cassava, fresh",479673.0
1983,Yuca,"Cassava, fresh",485443.0
1984,Yuca,"Cassava, fresh",498521.0
1985,Yuca,"Cassava, fresh",484065.0
1986,Yuca,"Cassava, fresh",507170.0
1987,Yuca,"Cassava, fresh",537033.0
1988,Yuca,"Cassava, fresh",477355.0
1989,Yuca,"Cassava, fresh",471731.0
1990,Yuca,"Cassava, fresh",381069.0
1991,Yuca,"Cassava, fresh",410693.0
1992,Yuca,"Cassava, fresh",386373.0
1993,Yuca,"Cassava, fresh",438530.0
1994,Yuca,"Cassava, fresh",512492.0
1995,Yuca,"Cassava, fresh",547439.0
1996,Yuca,"Cassava, fresh",702949.0
1997,Yuca,"Cassava, fresh",744733.0
1998,Yuca,"Cassava, fresh",881262.0
1999,Yuca,"Cassava, fresh",876987.0
2000,Yuca,"Cassava, fresh",882517.0
2001,Yuca,"Cassava, fresh",857055.0
2002,Yuca,"Cassava, fresh",890135.0
2003,Yuca,"Cassava, fresh",909341.0
2004,Yuca,"Cassava, fresh",971035.0
2005,Yuca,"Cassava, fresh",1004454.0
2006,Yuca,"Cassava, fresh",1139925.0
2007,Yuca,"Cassava, fresh",1158042.0
2008,Yuca,"Cassava, fresh",1171818.0
2009,Yuca,"Cassava, fresh",1166017.0
2010,Yuca,"Cassava, fresh",1240121.0
2011,Yuca,"Cassava, fresh",1115593.0
2012,Yuca,"Cassava, fresh",1118489.03
2013,Yuca,"Cassava, fresh",1184662.0
2014,Yuca,"Cassava, fresh",1195926.0
2015,Yuca,"Cassava, fresh",1230036.0
2016,Yuca,"Cassava, fresh",1180955.0
2017,Yuca,"Cassava, fresh",1196449.0
2018,Yuca,"Cassava, fresh",1239740.6
2019,Yuca,"Cassava, fresh",1276914.45
2020,Yuca,"Cassava, fresh",1343009.6
2021,Yuca,"Cassava, fresh",1341434.49
2022,Yuca,"Cassava, fresh",1416938.93
2023,Yuca,"Cassava, fresh",1504942.94
2024,Yuca,"Cassava, fresh",1425272.17
